"Lower" "Upper"
"SRR12611833" 2019.41369863014 2019.49589041096
"SRR11698447" 2019.32876712329 2019.41369863014
"SRR11698526" 2019.24657534247 2019.32876712329
"SRR12612653" 2019.8301369863 2019.91506849315
"SRR11903968" 2018.49863013699 2018.49863013699
"SRR11904451" 2018.66575342466 2018.66575342466
"SRR11904834" 2018.91780821918 2018.91780821918
"SRR8172050" 2018.16438356164 2018.16438356164
"SRR11904344" 2018.75068493151 2018.75068493151
"SRR11904521" 2018.49863013699 2018.49863013699
"SRR16644067" 2019.24657534247 2019.32876712329
"SRR11904861" 2018.75068493151 2018.75068493151
"SRR11904684" 2018.08767123288 2018.08767123288
"SRR16999312" 2019.58082191781 2019.66301369863
"SRR9985895" 2017 2018
"SRR11903912" 2018.41643835616 2018.41643835616
"SRR11903987" 2018.16438356164 2018.16438356164
"SRR11904383" 2018.58356164384 2018.58356164384
"SRR11904819" 2018.91780821918 2018.91780821918
"SRR16644167" 2019 2019.08493150685
"SRR16643902" 2019.24657534247 2019.32876712329
"SRR11904376" 2018.66575342466 2018.66575342466
"SRR11904404" 2018.58356164384 2018.58356164384
"SRR16644099" 2019.41369863014 2019.49589041096
"SRR11904219" 2018.75068493151 2018.75068493151
"SRR9877936" 2018.66575342466 2018.66575342466
"SRR16999514" 2019.8301369863 2019.91506849315
"SRR16999470" 2019.8301369863 2019.91506849315
"SRR9985883" 2017 2018
"SRR9878166" 2018.58356164384 2018.58356164384
"SRR8903102" 2018.00273972603 2018.00273972603
"SRR11904866" 2018.75068493151 2018.75068493151
"SRR16644395" 2019.58082191781 2019.66301369863
"SRR16999337" 2019.58082191781 2019.66301369863
"SRR16999654" 2019.91506849315 2019.99726027397
"SRR9985698" 2017 2018
"SRR16999334" 2019.58082191781 2019.66301369863
"SRR16644530" 2019.49589041096 2019.58082191781
"SRR11904856" 2018.75068493151 2018.75068493151
"SRR16999352" 2019.74794520548 2019.8301369863
"SRR16999664" 2019.91506849315 2019.99726027397
"SRR16999353" 2019.74794520548 2019.8301369863
"SRR16644524" 2019.49589041096 2019.58082191781
"SRR16999378" 2019.32876712329 2019.41369863014
"SRR11904459" 2018.49863013699 2018.49863013699
"SRR11904609" 2018.91780821918 2018.91780821918
"SRR16644532" 2019.58082191781 2019.66301369863
"SRR16644535" 2019.58082191781 2019.66301369863
"SRR11724595" 2019.49589041096 2019.58082191781
"SRR16644119" 2019.32876712329 2019.41369863014
"SRR16643894" 2019.24657534247 2019.32876712329
"SRR16644112" 2019.32876712329 2019.41369863014
"SRR11904931" 2018.83287671233 2018.83287671233
"SRR11904933" 2018.75068493151 2018.75068493151
"SRR12612643" 2019.66301369863 2019.74794520548
"SRR9877766" 2018.66575342466 2018.66575342466
"SRR12612895" 2019.8301369863 2019.91506849315
"SRR11725120" 2019.24657534247 2019.32876712329
"SRR11725000" 2019.08493150685 2019.16164383562
"SRR16999756" 2019 2019.08493150685
"SRR16644318" 2019.41369863014 2019.49589041096
"SRR16999763" 2019.91506849315 2019.99726027397
"SRR16644370" 2019.24657534247 2019.32876712329
"SRR11904611" 2018.33150684932 2018.33150684932
"SRR11904775" 2018.58356164384 2018.58356164384
"SRR11904657" 2018.41643835616 2018.41643835616
"SRR11904936" 2018.24931506849 2018.24931506849
"SRR11724293" 2019.16164383562 2019.24657534247
"SRR16999351" 2019.74794520548 2019.8301369863
"SRR16999652" 2019.91506849315 2019.99726027397
"SRR16644390" 2019.58082191781 2019.66301369863
"SRR16644369" 2019.24657534247 2019.32876712329
"SRR11903986" 2018.16438356164 2018.16438356164
"SRR16644555" 2019.74794520548 2019.8301369863
"SRR16999695" 2019.91506849315 2019.99726027397
"SRR16999383" 2019.74794520548 2019.8301369863
"SRR11699058" 2019.08493150685 2019.16164383562
"SRR16644265" 2019.41369863014 2019.49589041096
"SRR16999686" 2019.8301369863 2019.91506849315
"SRR11904612" 2018.33150684932 2018.33150684932
"SRR16644131" 2019.58082191781 2019.66301369863
"SRR16999721" 2019.8301369863 2019.91506849315
"SRR12612389" 2019.8301369863 2019.91506849315
"SRR11904518" 2018.49863013699 2018.49863013699
"SRR16644086" 2019.08493150685 2019.16164383562
"SRR8903221" 2018.33150684932 2018.33150684932
"SRR16999366" 2019.74794520548 2019.8301369863
"SRR16644381" 2019.41369863014 2019.49589041096
"SRR16999323" 2019.58082191781 2019.66301369863
"SRR16999326" 2019.58082191781 2019.66301369863
"SRR16999357" 2019.74794520548 2019.8301369863
"SRR16999361" 2019.74794520548 2019.8301369863
"SRR16999325" 2019.58082191781 2019.66301369863
"SRR16999682" 2019.8301369863 2019.91506849315
"SRR16999328" 2019.16164383562 2019.24657534247
"SRR16999329" 2019.16164383562 2019.24657534247
"SRR16644483" 2019.32876712329 2019.41369863014
"SRR16999327" 2019.58082191781 2019.66301369863
"SRR16999629" 2019.66301369863 2019.74794520548
"SRR16999414" 2019.91506849315 2019.99726027397
"SRR11904607" 2018.91780821918 2018.91780821918
"SRR16644040" 2019.32876712329 2019.41369863014
"SRR16644355" 2019.41369863014 2019.49589041096
"SRR11724304" 2019.16164383562 2019.24657534247
"SRR16644019" 2019.32876712329 2019.41369863014
"SRR11904929" 2018.83287671233 2018.83287671233
"SRR11904655" 2018.49863013699 2018.49863013699
"SRR11724442" 2019.58082191781 2019.66301369863
"SRR12612826" 2019.8301369863 2019.91506849315
"SRR16643946" 2019.58082191781 2019.66301369863
"SRR16644200" 2019.49589041096 2019.58082191781
"SRR16999465" 2019.66301369863 2019.74794520548
"SRR16999315" 2019.58082191781 2019.66301369863
"SRR11904561" 2018.91780821918 2018.91780821918
"SRR16999402" 2019.91506849315 2019.99726027397
"SRR16644373" 2019.49589041096 2019.58082191781
"SRR11724702" 2019.32876712329 2019.41369863014
"SRR16644679" 2019.08493150685 2019.16164383562
"SRR16999355" 2019.74794520548 2019.8301369863
"SRR12612300" 2019.91506849315 2019.99726027397
"SRR11724772" 2019.08493150685 2019.16164383562
"SRR16999347" 2019.74794520548 2019.8301369863
"SRR11904923" 2018.91780821918 2018.91780821918
"SRR8903142" 2018.00273972603 2018.00273972603
"SRR16644068" 2019.08493150685 2019.16164383562
"SRR16644311" 2019.41369863014 2019.49589041096
"SRR11904423" 2018.58356164384 2018.58356164384
"SRR16644486" 2019.32876712329 2019.41369863014
"SRR16644272" 2019.58082191781 2019.66301369863
"SRR16999719" 2019.8301369863 2019.91506849315
"SRR11904789" 2018.91780821918 2018.91780821918
"SRR8172347" 2018.16438356164 2018.16438356164
"SRR11698720" 2019.49589041096 2019.58082191781
"SRR16644070" 2019.16164383562 2019.24657534247
"SRR16643962" 2019.49589041096 2019.58082191781
"SRR16644104" 2019.08493150685 2019.16164383562
"SRR16643963" 2019.49589041096 2019.58082191781
"SRR16999375" 2019.74794520548 2019.8301369863
"SRR16644664" 2019.41369863014 2019.49589041096
"SRR16644703" 2019.16164383562 2019.24657534247
"SRR16999757" 2019.91506849315 2019.99726027397
"SRR16999758" 2019.91506849315 2019.99726027397
"SRR8903140" 2018.00273972603 2018.00273972603
"SRR16644625" 2019.58082191781 2019.66301369863
"SRR16999667" 2019.91506849315 2019.99726027397
"SRR11903836" 2018.49863013699 2018.49863013699
"SRR11904802" 2018.91780821918 2018.91780821918
"SRR11904784" 2018.91780821918 2018.91780821918
"SRR11724274" 2019.74794520548 2019.8301369863
"SRR11724279" 2019.74794520548 2019.8301369863
"SRR12612654" 2019.8301369863 2019.91506849315
"SRR11904085" 2018.00273972603 2018.00273972603
"SRR16999410" 2019.91506849315 2019.99726027397
"SRR16999572" 2019.91506849315 2019.99726027397
"SRR11904334" 2018.66575342466 2018.66575342466
"SRR11724294" 2019.16164383562 2019.24657534247
"SRR16643982" 2019.49589041096 2019.58082191781
"SRR16999672" 2019.91506849315 2019.99726027397
"SRR11904427" 2018.58356164384 2018.58356164384
"SRR11904874" 2018.75068493151 2018.75068493151
"SRR8903171" 2018.41643835616 2018.41643835616
"SRR16644404" 2019.58082191781 2019.66301369863
"SRR16999598" 2019 2019.08493150685
"SRR16999314" 2019.58082191781 2019.66301369863
"SRR16999316" 2019.58082191781 2019.66301369863
"SRR16644090" 2019.08493150685 2019.16164383562
"SRR16999748" 2019.91506849315 2019.99726027397
"SRR9985885" 2017 2018
"SRR11904564" 2018.33150684932 2018.33150684932
"SRR16644360" 2019.32876712329 2019.41369863014
"SRR11904137" 2018.00273972603 2018.00273972603
"SRR16999550" 2019.66301369863 2019.74794520548
"SRR16643925" 2019.16164383562 2019.24657534247
"SRR16644554" 2019.32876712329 2019.41369863014
"SRR16643973" 2019.32876712329 2019.41369863014
"SRR16644261" 2019.41369863014 2019.49589041096
"SRR16644437" 2019.66301369863 2019.74794520548
"SRR16999431" 2019.8301369863 2019.91506849315
"SRR16644026" 2019.74794520548 2019.8301369863
"SRR16644266" 2019.41369863014 2019.49589041096
"SRR16999646" 2019.91506849315 2019.99726027397
"SRR12612721" 2019.58082191781 2019.66301369863
"SRR16999388" 2019.74794520548 2019.8301369863
"SRR16999738" 2019.91506849315 2019.99726027397
"SRR16999429" 2019.8301369863 2019.91506849315
"SRR11904624" 2018.66575342466 2018.66575342466
"SRR16644212" 2019.24657534247 2019.32876712329
"SRR16999534" 2019.66301369863 2019.74794520548
"SRR16644695" 2019.16164383562 2019.24657534247
"SRR11904891" 2018.83287671233 2018.83287671233
"SRR11724774" 2019.08493150685 2019.16164383562
"SRR11724815" 2019.16164383562 2019.24657534247
"SRR11725112" 2019.58082191781 2019.66301369863
"SRR11904654" 2018.49863013699 2018.49863013699
"SRR11904630" 2018.49863013699 2018.49863013699
"SRR16644161" 2019.32876712329 2019.41369863014
"SRR16999515" 2019.8301369863 2019.91506849315
"SRR16999604" 2019.66301369863 2019.74794520548
"SRR16643988" 2019.16164383562 2019.24657534247
"SRR16644520" 2019.58082191781 2019.66301369863
"SRR11904889" 2018.91780821918 2018.91780821918
"SRR11904890" 2018.83287671233 2018.83287671233
"SRR11904963" 2018.24931506849 2018.24931506849
"SRR4048869" 2016 2017
"SRR4048864" 2016 2017
"SRR16999585" 2019.74794520548 2019.8301369863
"GCGS0023" 2009 2010
"GCGS0944" 2005 2006
"GCGS0003" 2009 2010
"GCGS0095" 2010 2011
"GCGS0872" 2012 2013
"GCGS0097" 2010 2011
"GCGS0007" 2009 2010
"GCGS0103" 2010 2011
"GCGS0759" 2013 2014
"GCGS0075" 2009 2010
"GCGS0101" 2010 2011
"GCGS0121" 2010 2011
"GCGS0123" 2010 2011
"GCGS0139" 2010 2011
"GCGS0834" 2012 2013
"GCGS0908" 2011 2012
"GCGS0195" 2010 2011
"GCGS0133" 2010 2011
"GCGS0135" 2010 2011
"GCGS0125" 2010 2011
"GCGS0159" 2010 2011
"GCGS0883" 2012 2013
"GCGS0894" 2012 2013
"GCGS0904" 2013 2014
"SRR8071373" 2014 2015
"GCGS0849" 2012 2013
"SRR8071130" 2014 2015
"GCGS0938" 2012 2013
"GCGS0917" 2013 2014
"GCGS0918" 2013 2014
"GCGS0856" 2011 2012
"SRR8071065" 2014 2015
"GCGS0057" 2009 2010
"GCGS0061" 2009 2010
"GCGS0127" 2010 2011
"GCGS0242" 2010 2011
"GCGS1003" 2011 2012
"GCGS0231" 2010 2011
"GCGS0915" 2012 2013
"GCGS0996" 2012 2013
"GCGS0998" 2012 2013
"GCGS0997" 2012 2013
"GCGS0984" 2012 2013
"GCGS0986" 2012 2013
"GCGS0995" 2011 2012
"GCGS0847" 2009 2010
"GCGS0067" 2009 2010
"GCGS0063" 2009 2010
"GCGS0065" 2009 2010
"GCGS0183" 2010 2011
"GCGS0185" 2010 2011
"GCGS0945" 2011 2012
"GCGS0965" 2011 2012
"GCGS0992" 2011 2012
"GCGS0946" 2011 2012
"GCGS0962" 2012 2013
"GCGS0181" 2010 2011
"GCGS0187" 2010 2011
"GCGS0179" 2010 2011
"GCGS1068" 2008 2009
"GCGS0079" 2009 2010
"GCGS0235" 2010 2011
"GCGS0871" 2011 2012
"GCGS0993" 2011 2012
"GCGS0947" 2011 2012
"GCGS0950" 2011 2012
"GCGS0957" 2011 2012
"GCGS0958" 2011 2012
"GCGS0963" 2013 2014
"GCGS0961" 2012 2013
"GCGS0956" 2011 2012
"GCGS0954" 2011 2012
"GCGS0953" 2011 2012
"GCGS0960" 2012 2013
"GCGS0952" 2011 2012
"GCGS0951" 2011 2012
"GCGS0955" 2011 2012
"GCGS0959" 2012 2013
"GCGS0948" 2011 2012
"GCGS0994" 2011 2012
"GCGS0081" 2009 2010
"GCGS0925" 2011 2012
"GCGS0033" 2009 2010
"GCGS0930" 2006 2007
"GCGS0105" 2010 2011
"GCGS0889" 2011 2012
"GCGS0920" 2005 2006
"GCGS0035" 2009 2010
"GCGS0053" 2009 2010
"GCGS0069" 2009 2010
"GCGS0087" 2009 2010
"GCGS0088" 2009 2010
"GCGS1001" 2011 2012
"GCGS1042" 2007 2008
"GCGS0911" 2011 2012
"SRR8071323" 2014 2015
"GCGS0981" 2012 2013
"GCGS1049" 2007 2008
"GCGS1051" 2007 2008
"GCGS1057" 2008 2009
"GCGS0039" 2009 2010
"GCGS0043" 2009 2010
"GCGS0051" 2009 2010
"GCGS0147" 2010 2011
"GCGS0835" 2009 2010
"GCGS0836" 2010 2011
"GCGS0045" 2009 2010
"GCGS0046" 2009 2010
"GCGS0049" 2009 2010
"GCGS0047" 2009 2010
"GCGS0141" 2010 2011
"GCGS0143" 2010 2011
"GCGS1052" 2007 2008
"GCGS1056" 2007 2008
"GCGS0028" 2009 2010
"GCGS0160" 2009 2010
"GCGS0030" 2009 2010
"GCGS0076" 2009 2010
"GCGS0068" 2009 2010
"GCGS0382" 2010 2011
"SRR9985628" 2017 2018
"SRR11904463" 2018.49863013699 2018.49863013699
"SRR8088101" 2016 2017
"GCGS0166" 2009 2010
"GCGS0178" 2010 2011
"GCGS1079" 2008 2009
"GCGS0066" 2009 2010
"GCGS0114" 2009 2010
"GCGS1091" 2007 2008
"GCGS1090" 2007 2008
"GCGS0715" 2011 2012
"GCGS0716" 2011 2012
"GCGS0344" 2010 2011
"SRR8070994" 2016 2017
"GCGS1077" 2008 2009
"SRR9985808" 2017 2018
"GCGS0811" 2012 2013
"GCGS0974" 2011 2012
"GCGS0971" 2011 2012
"GCGS0982" 2012 2013
"GCGS0854" 2013 2014
"SRR9985947" 2017 2018
"SRR11903844" 2018.49863013699 2018.49863013699
"SRR11903996" 2018.00273972603 2018.00273972603
"SRR8071314" 2015 2016
"SRR8071284" 2015 2016
"GCGS1012" 2011 2012
"GCGS0916" 2013 2014
"GCGS0989" 2013 2014
"GCGS0991" 2013 2014
"SRR11904787" 2018.91780821918 2018.91780821918
"SRR11698878" 2019.24657534247 2019.32876712329
"SRR9878045" 2018.75068493151 2018.75068493151
"SRR11728095" 2019.8301369863 2019.91506849315
"SRR11699107" 2019.16164383562 2019.24657534247
"SRR11724767" 2019.66301369863 2019.74794520548
"SRR11724769" 2019.66301369863 2019.74794520548
"SRR11698782" 2019.49589041096 2019.58082191781
"SRR11904361" 2018.66575342466 2018.66575342466
"SRR16644386" 2019.49589041096 2019.58082191781
"SRR8071292" 2015 2016
"SRR8071157" 2015 2016
"SRR8071404" 2014 2015
"SRR9985859" 2017 2018
"SRR8071124" 2015 2016
"GCGS0967" 2011 2012
"GCGS0972" 2011 2012
"GCGS0979" 2012 2013
"GCGS0921" 2006 2007
"GCGS0767" 2011 2012
"GCGS0968" 2011 2012
"GCGS0874" 2011 2012
"GCGS0973" 2011 2012
"GCGS0875" 2012 2013
"GCGS0876" 2012 2013
"GCGS0880" 2012 2013
"GCGS0943" 2012 2013
"GCGS0877" 2012 2013
"GCGS0882" 2013 2014
"SRR8071114" 2015 2016
"SRR8071239" 2015 2016
"GCGS0878" 2012 2013
"GCGS0912" 2012 2013
"SRR8071200" 2016 2017
"GCGS0055" 2009 2010
"GCGS0848" 2010 2011
"GCGS0163" 2010 2011
"GCGS0085" 2009 2010
"GCGS0129" 2010 2011
"GCGS0833" 2012 2013
"GCGS0929" 2012 2013
"GCGS0017" 2009 2010
"GCGS0025" 2009 2010
"GCGS0031" 2009 2010
"GCGS0111" 2010 2011
"GCGS0239" 2010 2011
"GCGS0113" 2010 2011
"GCGS0115" 2010 2011
"GCGS0027" 2009 2010
"GCGS0029" 2009 2010
"GCGS0873" 2011 2012
"GCGS0109" 2010 2011
"GCGS0019" 2009 2010
"GCGS0117" 2010 2011
"GCGS0896" 2011 2012
"GCGS0899" 2011 2012
"GCGS0903" 2012 2013
"GCGS0900" 2011 2012
"GCGS0119" 2010 2011
"GCGS0902" 2011 2012
"GCGS0895" 2011 2012
"GCGS0898" 2011 2012
"GCGS0901" 2011 2012
"GCGS0970" 2011 2012
"GCGS0897" 2011 2012
"GCGS0151" 2010 2011
"GCGS0107" 2010 2011
"GCGS1002" 2011 2012
"GCGS0021" 2009 2010
"GCGS0851" 2009 2010
"GCGS1078" 2008 2009
"GCGS0037" 2009 2010
"GCGS0910" 2011 2012
"GCGS0914" 2012 2013
"GCGS0841" 2010 2011
"GCGS0077" 2009 2010
"GCGS0969" 2011 2012
"GCGS0977" 2012 2013
"GCGS0988" 2013 2014
"SRR9985722" 2017 2018
"SRR9985794" 2017 2018
"SRR11724567" 2019.74794520548 2019.8301369863
"SRR11699052" 2019.32876712329 2019.41369863014
"SRR11903901" 2018.58356164384 2018.58356164384
"SRR8071019" 2014 2015
"GCGS0059" 2009 2010
"GCGS0137" 2010 2011
"GCGS0980" 2012 2013
"GCGS0124" 2010 2011
"GCGS0102" 2010 2011
"GCGS0757" 2011 2012
"GCGS0844" 2009 2010
"GCGS0189" 2010 2011
"GCGS0237" 2010 2011
"GCGS1000" 2011 2012
"GCGS0909" 2011 2012
"GCGS1008" 2013 2014
"GCGS1009" 2013 2014
"SRR8071346" 2014 2015
"GCGS0987" 2013 2014
"GCGS0005" 2009 2010
"GCGS0093" 2010 2011
"GCGS0091" 2010 2011
"GCGS0131" 2010 2011
"GCGS1016" 2011 2012
"GCGS0924" 2011 2012
"GCGS0104" 2010 2011
"GCGS0822" 2012 2013
"GCGS0863" 2012 2013
"GCGS0837" 2012 2013
"GCGS0985" 2012 2013
"GCGS0933" 2012 2013
"GCGS0862" 2012 2013
"GCGS0864" 2012 2013
"GCGS0888" 2011 2012
"GCGS0886" 2011 2012
"GCGS0949" 2011 2012
"GCGS0885" 2011 2012
"GCGS0165" 2010 2011
"GCGS0205" 2010 2011
"GCGS0241" 2010 2011
"SRR9985622" 2017 2018
"SRR11904173" 2018.83287671233 2018.83287671233
"SRR16644172" 2019.24657534247 2019.32876712329
"SRR16643920" 2019.24657534247 2019.32876712329
"SRR16644255" 2019.32876712329 2019.41369863014
"SRR9985831" 2017 2018
"SRR9985737" 2017 2018
"SRR8071253" 2016 2017
"SRR9985719" 2017 2018
"GCGS0041" 2009 2010
"GCGS0227" 2010 2011
"GCGS0229" 2010 2011
"GCGS0155" 2010 2011
"GCGS0869" 2013 2014
"GCGS0990" 2013 2014
"GCGS0932" 2012 2013
"GCGS1006" 2012 2013
"GCGS0975" 2011 2012
"GCGS0976" 2011 2012
"GCGS0936" 2011 2012
"GCGS1004" 2011 2012
"GCGS0937" 2011 2012
"GCGS0922" 2012 2013
"GCGS1011" 2013 2014
"GCGS1007" 2012 2013
"GCGS0891" 2011 2012
"GCGS0893" 2011 2012
"GCGS0892" 2011 2012
"GCGS0913" 2011 2012
"GCGS0089" 2009 2010
"GCGS0157" 2010 2011
"GCGS0842" 2011 2012
"GCGS0966" 2011 2012
"GCGS0887" 2012 2013
"GCGS0927" 2012 2013
"GCGS0781" 2013 2014
"GCGS0934" 2013 2014
"GCGS0942" 2012 2013
"GCGS1005" 2011 2012
"GCGS0983" 2012 2013
"GCGS0145" 2010 2011
"GCGS0177" 2010 2011
"GCGS0740" 2012 2013
"GCGS0884" 2011 2012
"GCGS0838" 2013 2014
"GCGS0868" 2013 2014
"GCGS0939" 2013 2014
"GCGS0940" 2013 2014
"GCGS0906" 2012 2013
"GCGS0999" 2011 2012
"SRR11724480" 2019.41369863014 2019.49589041096
"SRR9985655" 2017 2018
"SRR9985878" 2017 2018
"GCGS0881" 2012 2013
"SRR8071041" 2014 2015
"SRR9985720" 2017 2018
"SRR8071183" 2015 2016
"GCGS0233" 2010 2011
"GCGS0722" 2012 2013
"GCGS0780" 2013 2014
"GCGS0935" 2013 2014
"GCGS0905" 2012 2013
"GCGS1010" 2013 2014
"GCGS0923" 2013 2014
"GCGS0879" 2012 2013
"GCGS0919" 2013 2014
"SRR8071073" 2015 2016
"SRR8071074" 2015 2016
"SRR8071191" 2016 2017
"SRR8071204" 2016 2017
"SRR8071205" 2016 2017
"SRR8071424" 2015 2016
"SRR8071206" 2015 2016
"SRR8071192" 2016 2017
"SRR8071195" 2016 2017
"SRR8071374" 2014 2015
"SRR8071012" 2014 2015
"SRR8071315" 2014 2015
"SRR8071408" 2014 2015
"GCGS0978" 2012 2013
"GCGS0001" 2009 2010
