"Lower" "Upper"
"SRR16644377" 2019.49589041096 2019.58082191781
"SRR16999340" 2019.58082191781 2019.66301369863
"SRR11904897" 2018.83287671233 2018.83287671233
"SRR16999549" 2019.66301369863 2019.74794520548
"SRR16999611" 2019.16164383562 2019.24657534247
"SRR11904010" 2018.33150684932 2018.33150684932
"SRR16999488" 2019.8301369863 2019.91506849315
"SRR8833451" 2018.41643835616 2018.41643835616
"SRR11698466" 2019.32876712329 2019.41369863014
"SRR16644141" 2019.49589041096 2019.58082191781
"SRR16644116" 2019.32876712329 2019.41369863014
"SRR16999561" 2019.8301369863 2019.91506849315
"SRR16644547" 2019 2019.08493150685
"SRR16644071" 2019.08493150685 2019.16164383562
"SRR16999583" 2019.74794520548 2019.8301369863
"SRR16644380" 2019.41369863014 2019.49589041096
"SRR8079764" 2016 2017
"SRR9985800" 2017 2018
"SRR11904205" 2018.75068493151 2018.75068493151
"SRR11724228" 2019.49589041096 2019.58082191781
"SRR11724333" 2019.41369863014 2019.49589041096
"SRR12612485" 2019.66301369863 2019.74794520548
"SRR8833514" 2018.24931506849 2018.24931506849
"SRR8833573" 2018.41643835616 2018.41643835616
"SRR11904375" 2018.66575342466 2018.66575342466
"SRR16644541" 2019.58082191781 2019.66301369863
"SRR16643927" 2019.16164383562 2019.24657534247
"SRR11904326" 2018.66575342466 2018.66575342466
"SRR11904568" 2018.91780821918 2018.91780821918
"SRR8833536" 2018.41643835616 2018.41643835616
"SRR8171842" 2018.00273972603 2018.00273972603
"SRR8903132" 2018.00273972603 2018.00273972603
"SRR11724780" 2019.58082191781 2019.66301369863
"SRR16999751" 2019.91506849315 2019.99726027397
"SRR11903905" 2018.41643835616 2018.41643835616
"SRR16999606" 2019.66301369863 2019.74794520548
"SRR16999418" 2019.91506849315 2019.99726027397
"SRR16644367" 2019.24657534247 2019.32876712329
"SRR9985923" 2017 2018
"SRR11904143" 2018.08767123288 2018.08767123288
"SRR11904014" 2018.33150684932 2018.33150684932
"SRR9985684" 2017 2018
"SRR16999367" 2019.74794520548 2019.8301369863
"GCGS0022" 2009 2010
"GCGS0762" 2009 2010
"GCGS1027" 2008 2009
"GCGS0168" 2010 2011
"GCGS0170" 2010 2011
"GCGS1050" 2007 2008
"GCGS1059" 2007 2008
"GCGS0190" 2010 2011
"GCGS1093" 2009 2010
"GCGS0116" 2009 2010
"GCGS0206" 2009 2010
"GCGS1064" 2008 2009
"GCGS0559" 2011 2012
"GCGS0078" 2009 2010
"GCGS1020" 2007 2008
"GCGS1024" 2007 2008
"GCGS1036" 2007 2008
"GCGS0327" 2005 2006
"GCGS1021" 2007 2008
"GCGS0688" 2004 2005
"GCGS0026" 2009 2010
"GCGS1065" 2007 2008
"GCGS1067" 2007 2008
"GCGS0756" 2006 2007
"GCGS1099" 2004 2005
"GCGS1102" 2004 2005
"GCGS0056" 2009 2010
"GCGS1038" 2007 2008
"GCGS0778" 2006 2007
"GCGS0481" 2006 2007
"GCGS0753" 2006 2007
"GCGS0907" 2005 2006
"GCGS0801" 2005 2006
"GCGS0802" 2005 2006
"GCGS0803" 2005 2006
"GCGS1015" 2006 2007
"GCGS0421" 2005 2006
"GCGS0928" 2011 2012
"GCGS0674" 2006 2007
"GCGS1061" 2007 2008
"GCGS1066" 2007 2008
"GCGS0512" 2011 2012
"GCGS0752" 2005 2006
"GCGS0800" 2005 2006
"GCGS1035" 2007 2008
"GCGS1074" 2007 2008
"GCGS0134" 2009 2010
"GCGS0032" 2009 2010
"SRR8071003" 2015 2016
"SRR8071240" 2014 2015
"GCGS0806" 2011 2012
"GCGS0060" 2009 2010
"GCGS0692" 2010 2011
"GCGS0563" 2013 2014
"GCGS0733" 2013 2014
"SRR9985799" 2017 2018
"SRR11903940" 2018.41643835616 2018.41643835616
"SRR11904398" 2018.58356164384 2018.58356164384
"SRR16644006" 2019.16164383562 2019.24657534247
"SRR16644322" 2019.08493150685 2019.16164383562
"SRR16999705" 2019.74794520548 2019.8301369863
"SRR9985803" 2017 2018
"SRR16644420" 2019.08493150685 2019.16164383562
"SRR8833609" 2018.24931506849 2018.24931506849
"SRR8071015" 2014 2015
"SRR8071119" 2014 2015
"SRR8071330" 2014 2015
"SRR8071018" 2014 2015
"GCGS0746" 2013 2014
"GCGS0748" 2013 2014
"SRR8071282" 2016 2017
"GCGS0634" 2006 2007
"GCGS0044" 2009 2010
"GCGS0164" 2009 2010
"GCGS0602" 2011 2012
"GCGS0700" 2011 2012
"GCGS0810" 2011 2012
"GCGS0717" 2011 2012
"GCGS0859" 2013 2014
"SRR8071288" 2016 2017
"GCGS0240" 2010 2011
"GCGS1063" 2008 2009
"GCGS0358" 2002 2003
"GCGS0442" 2003 2004
"GCGS0784" 2004 2005
"GCGS0647" 2002 2003
"GCGS0782" 2002 2003
"GCGS0430" 2012 2013
"SRR11903897" 2018.00273972603 2018.00273972603
"SRR11903999" 2018.33150684932 2018.33150684932
"GCGS0013" 2009 2010
"GCGS0015" 2009 2010
"GCGS0420" 2005 2006
"GCGS0760" 2004 2005
"GCGS0761" 2004 2005
"GCGS0613" 2002 2003
"GCGS0726" 2001 2002
"SRR11904201" 2018.75068493151 2018.75068493151
"SRR16644301" 2019.41369863014 2019.49589041096
"GCGS0819" 2003 2004
"GCGS0845" 2001 2002
"GCGS0828" 2005 2006
"GCGS0440" 2002 2003
"GCGS0679" 2012 2013
"SRR9985606" 2017 2018
"SRR16644170" 2019.32876712329 2019.41369863014
"SRR11904174" 2018.83287671233 2018.83287671233
"SRR11904770" 2018.08767123288 2018.08767123288
"SRR16644258" 2019.58082191781 2019.66301369863
"SRR16644179" 2019 2019.08493150685
"SRR11904290" 2018.75068493151 2018.75068493151
"SRR11904319" 2018.66575342466 2018.66575342466
"SRR8903227" 2018.33150684932 2018.33150684932
"SRR8833612" 2018.24931506849 2018.24931506849
"SRR9985900" 2017 2018
"SRR11904305" 2018.75068493151 2018.75068493151
"SRR8833601" 2018.16438356164 2018.16438356164
"SRR8833596" 2018.00273972603 2018.00273972603
"SRR9985901" 2017 2018
"SRR9985683" 2017 2018
"SRR8071384" 2016 2017
"SRR8071387" 2016 2017
"SRR8071406" 2015 2016
"SRR9877820" 2018.75068493151 2018.75068493151
"SRR9878032" 2018.83287671233 2018.83287671233
"SRR9878335" 2018.66575342466 2018.66575342466
"SRR11724280" 2019.74794520548 2019.8301369863
"SRR11725022" 2019.66301369863 2019.74794520548
"SRR11725027" 2019.66301369863 2019.74794520548
"GCGS0769" 2012 2013
"SRR11903955" 2018.41643835616 2018.41643835616
"SRR16644657" 2019.49589041096 2019.58082191781
"SRR11904325" 2018.00273972603 2018.00273972603
"SRR11904336" 2018.00273972603 2018.00273972603
"SRR16644626" 2019 2019.08493150685
"SRR16644408" 2019.58082191781 2019.66301369863
"SRR11904716" 2018.83287671233 2018.83287671233
"SRR11904347" 2018.00273972603 2018.00273972603
"SRR16644017" 2019.16164383562 2019.24657534247
"SRR16644018" 2019.16164383562 2019.24657534247
"SRR16644409" 2019.58082191781 2019.66301369863
"SRR16644484" 2019.32876712329 2019.41369863014
"SRR16644410" 2019.58082191781 2019.66301369863
"SRR9877720" 2018.58356164384 2018.58356164384
"SRR16644059" 2019 2019.08493150685
"SRR16644101" 2019.41369863014 2019.49589041096
"SRR16999620" 2019.66301369863 2019.74794520548
"SRR16644686" 2019.16164383562 2019.24657534247
"SRR9985595" 2017 2018
"SRR11904549" 2018.33150684932 2018.33150684932
"SRR16999415" 2019.08493150685 2019.16164383562
"SRR16999372" 2019.08493150685 2019.16164383562
"SRR11904211" 2018.75068493151 2018.75068493151
"SRR11904569" 2018.91780821918 2018.91780821918
"SRR9985592" 2017 2018
"SRR16999531" 2019.66301369863 2019.74794520548
"SRR16999576" 2019.91506849315 2019.99726027397
"SRR16999759" 2019.91506849315 2019.99726027397
"SRR11904159" 2018.91780821918 2018.91780821918
"SRR16643909" 2019.24657534247 2019.32876712329
"SRR16644564" 2019 2019.08493150685
"SRR16999403" 2019.91506849315 2019.99726027397
"SRR11699024" 2019.08493150685 2019.16164383562
"SRR16999625" 2019.66301369863 2019.74794520548
"SRR16644529" 2019.24657534247 2019.32876712329
"SRR11698578" 2019.08493150685 2019.16164383562
"SRR11698859" 2019.24657534247 2019.32876712329
"SRR11699086" 2019.16164383562 2019.24657534247
"SRR9985626" 2017 2018
"SRR11904664" 2018.08767123288 2018.08767123288
"SRR11904665" 2018.08767123288 2018.08767123288
"SRR11904955" 2018.24931506849 2018.24931506849
"SRR11904957" 2018.24931506849 2018.24931506849
"SRR16999566" 2019.16164383562 2019.24657534247
"SRR9877990" 2018.58356164384 2018.58356164384
"SRR16999450" 2019 2019.08493150685
"SRR16644041" 2019.24657534247 2019.32876712329
"SRR16999533" 2019.66301369863 2019.74794520548
"SRR16644284" 2019.49589041096 2019.58082191781
"SRR9985702" 2017 2018
"SRR11698402" 2019.41369863014 2019.49589041096
"SRR11724443" 2019.58082191781 2019.66301369863
"SRR8171823" 2018.16438356164 2018.16438356164
"SRR8833605" 2018.08767123288 2018.08767123288
"SRR16644136" 2019.49589041096 2019.58082191781
"SRR16644690" 2019.32876712329 2019.41369863014
"SRR16644631" 2019.66301369863 2019.74794520548
"SRR11725142" 2019.32876712329 2019.41369863014
"SRR16644134" 2019.58082191781 2019.66301369863
"SRR16644149" 2019.49589041096 2019.58082191781
"SRR11699109" 2019.16164383562 2019.24657534247
"SRR11904040" 2018.24931506849 2018.24931506849
"SRR16644392" 2019.58082191781 2019.66301369863
"SRR16999761" 2019.91506849315 2019.99726027397
"SRR16999762" 2019.91506849315 2019.99726027397
"SRR11904406" 2018.58356164384 2018.58356164384
"SRR11904043" 2018.24931506849 2018.24931506849
"SRR11904291" 2018.08767123288 2018.08767123288
"SRR11904295" 2018.75068493151 2018.75068493151
"SRR16644499" 2019.08493150685 2019.16164383562
"SRR11904297" 2018.75068493151 2018.75068493151
"SRR11904298" 2018.75068493151 2018.75068493151
"SRR11904331" 2018.66575342466 2018.66575342466
"SRR11904414" 2018.00273972603 2018.00273972603
"SRR9877823" 2018.75068493151 2018.75068493151
"SRR11904949" 2018.83287671233 2018.83287671233
"SRR16644093" 2019.08493150685 2019.16164383562
"SRR16644616" 2019 2019.08493150685
"SRR16999579" 2019.74794520548 2019.8301369863
"SRR16644291" 2019.41369863014 2019.49589041096
"SRR16644313" 2019.41369863014 2019.49589041096
"SRR16999474" 2019.8301369863 2019.91506849315
"SRR11725024" 2019.66301369863 2019.74794520548
"SRR16999309" 2019.16164383562 2019.24657534247
"SRR11904733" 2018.91780821918 2018.91780821918
"SRR9985848" 2017 2018
"SRR11904074" 2018.00273972603 2018.00273972603
"SRR9985970" 2017 2018
"SRR11724216" 2019 2019.08493150685
"SRR16644003" 2019.16164383562 2019.24657534247
"SRR11698724" 2019.49589041096 2019.58082191781
"SRR16999644" 2019.91506849315 2019.99726027397
"SRR16999706" 2019.74794520548 2019.8301369863
"SRR8071035" 2015 2016
"SRR12611648" 2019.74794520548 2019.8301369863
"SRR16999704" 2019.74794520548 2019.8301369863
"SRR11904254" 2018.83287671233 2018.83287671233
"SRR9985768" 2017 2018
"SRR16644304" 2019.41369863014 2019.49589041096
"SRR16999619" 2019.66301369863 2019.74794520548
"SRR8833537" 2018.16438356164 2018.16438356164
"SRR9985904" 2017 2018
"SRR11904221" 2018.75068493151 2018.75068493151
"SRR11724913" 2019.32876712329 2019.41369863014
"SRR11904356" 2018.66575342466 2018.66575342466
"SRR11904199" 2018.75068493151 2018.75068493151
"SRR11904471" 2018.49863013699 2018.49863013699
"SRR8071293" 2016 2017
"SRR16644089" 2019.08493150685 2019.16164383562
"SRR16999613" 2019.66301369863 2019.74794520548
"SRR11904080" 2018.24931506849 2018.24931506849
"GCGS0486" 2010 2011
"GCGS0794" 2011 2012
"GCGS0668" 2012 2013
"GCGS1017" 2011 2012
"GCGS0749" 2013 2014
"GCGS0561" 2013 2014
"SRR8071052" 2016 2017
"SRR9985673" 2017 2018
"SRR11904021" 2018.33150684932 2018.33150684932
"SRR5198491" 2016 2017
"SRR5990481" 2016 2017
"SRR8071342" 2014 2015
"SRR9985664" 2017 2018
"SRR9985775" 2017 2018
"SRR11903839" 2018.49863013699 2018.49863013699
"SRR11903963" 2018.00273972603 2018.00273972603
"SRR11903985" 2018.00273972603 2018.00273972603
"SRR5235303" 2016 2017
"SRR9985661" 2017 2018
"SRR11903952" 2018.00273972603 2018.00273972603
"SRR11904460" 2018.49863013699 2018.49863013699
"SRR11904739" 2018.91780821918 2018.91780821918
"SRR9985776" 2017 2018
"GCGS0614" 2012 2013
"GCGS0616" 2013 2014
"SRR9974075" 2017 2018
"SRR9985645" 2017 2018
"SRR16644146" 2019.49589041096 2019.58082191781
"SRR9985837" 2017 2018
"SRR11698462" 2019.32876712329 2019.41369863014
"SRR11903944" 2018.41643835616 2018.41643835616
"SRR9985889" 2017 2018
"SRR11904965" 2018.16438356164 2018.16438356164
"SRR12612722" 2019.58082191781 2019.66301369863
"SRR11724711" 2019.24657534247 2019.32876712329
"SRR16644491" 2019.32876712329 2019.41369863014
"SRR16644498" 2019.32876712329 2019.41369863014
"SRR16999443" 2019.91506849315 2019.99726027397
"SRR11904103" 2018.16438356164 2018.16438356164
"SRR11903900" 2018.58356164384 2018.58356164384
"SRR16644162" 2019.32876712329 2019.41369863014
"SRR11724334" 2019.41369863014 2019.49589041096
"SRR11904572" 2018.49863013699 2018.49863013699
"SRR8903103" 2018.00273972603 2018.00273972603
"SRR8903100" 2018.00273972603 2018.00273972603
"SRR9985770" 2017 2018
"GCGS0142" 2009 2010
"GCGS0326" 2005 2006
"GCGS0542" 2005 2006
"GCGS0786" 2005 2006
"GCGS0777" 2006 2007
"GCGS1044" 2007 2008
"GCGS1043" 2007 2008
"GCGS1045" 2007 2008
"GCGS1055" 2007 2008
"GCGS0270" 2000 2001
"GCGS0367" 2001 2002
"GCGS0309" 2000 2001
"GCGS0537" 2002 2003
"GCGS0824" 2002 2003
"GCGS0867" 2002 2003
"GCGS0723" 2001 2002
"GCGS0866" 2002 2003
"GCGS0724" 2002 2003
"GCGS0865" 2001 2002
"GCGS0702" 2000 2001
"GCGS0573" 2003 2004
"GCGS0502" 2000 2001
"GCGS0555" 2004 2005
"GCGS0646" 2002 2003
"GCGS0651" 2004 2005
"GCGS0846" 2002 2003
"GCGS0648" 2003 2004
"GCGS0612" 2002 2003
"GCGS0812" 2000 2001
"GCGS0565" 2001 2002
"GCGS0566" 2002 2003
"GCGS0737" 2002 2003
"GCGS0738" 2004 2005
"GCGS0736" 2001 2002
"GCGS0831" 2001 2002
"GCGS0735" 2000 2001
"GCGS0734" 2000 2001
"GCGS0366" 2000 2001
"GCGS0605" 2002 2003
"GCGS0607" 2004 2005
"GCGS0389" 2004 2005
"GCGS1047" 2007 2008
"GCGS0412" 2004 2005
"GCGS0576" 2001 2002
"GCGS0580" 2002 2003
"GCGS0530" 2004 2005
"GCGS0547" 2004 2005
"GCGS0570" 2004 2005
"GCGS0704" 2002 2003
"GCGS0855" 2001 2002
"GCGS0569" 2000 2001
"GCGS0718" 2000 2001
"GCGS0287" 2002 2003
"GCGS0408" 2002 2003
"GCGS0630" 2004 2005
"GCGS0682" 2002 2003
"GCGS0539" 2004 2005
"GCGS0825" 2004 2005
"GCGS0826" 2004 2005
"GCGS0598" 2004 2005
"GCGS0615" 2012 2013
"GCGS0672" 2013 2014
"GCGS0790" 2013 2014
"GCGS0791" 2013 2014
"GCGS0671" 2012 2013
"GCGS0765" 2013 2014
"GCGS0619" 2012 2013
"SRR8071136" 2015 2016
"SRR8071229" 2014 2015
"SRR8079704" 2014 2015
"SRR8079702" 2014 2015
"SRR8079711" 2014 2015
"SRR8079712" 2014 2015
"SRR8071208" 2014 2015
"SRR8071064" 2014 2015
"SRR8071115" 2015 2016
"GCGS0713" 2005 2006
"GCGS1039" 2008 2009
"GCGS1040" 2008 2009
"SRR9985751" 2017 2018
"SRR11904633" 2018.16438356164 2018.16438356164
"SRR9985887" 2017 2018
"SRR16644457" 2019 2019.08493150685
"SRR9985913" 2017 2018
"SRR11904106" 2018.16438356164 2018.16438356164
"SRR16644242" 2019.24657534247 2019.32876712329
"SRR16999436" 2019.91506849315 2019.99726027397
"SRR11904431" 2018.58356164384 2018.58356164384
"SRR8079773" 2016 2017
"SRR8071173" 2016 2017
"SRR11904328" 2018.66575342466 2018.66575342466
"SRR16644163" 2019.32876712329 2019.41369863014
"SRR8079767" 2016 2017
"SRR5235230" 2016 2017
"SRR9877777" 2018.41643835616 2018.41643835616
"SRR9878307" 2018.58356164384 2018.58356164384
"SRR9877775" 2018.41643835616 2018.41643835616
"SRR11724329" 2019.41369863014 2019.49589041096
"SRR11724593" 2019.24657534247 2019.32876712329
"SRR16999687" 2019.8301369863 2019.91506849315
"SRR8071098" 2014 2015
"GCGS0150" 2009 2010
"GCGS0697" 2011 2012
"SRR5989339" 2017 2018
"SRR11724496" 2019 2019.08493150685
"SRR8088125" 2016 2017
"SRR8071331" 2014 2015
"SRR8071209" 2015 2016
"SRR11725164" 2019.08493150685 2019.16164383562
"SRR8071061" 2015 2016
"GCGS0314" 2013 2014
"SRR11904909" 2018.91780821918 2018.91780821918
"SRR8071233" 2014 2015
"GCGS0788" 2013 2014
"SRR8079737" 2014 2015
"SRR8079733" 2014 2015
"SRR8071016" 2014 2015
"SRR9985671" 2017 2018
"SRR11904198" 2018.75068493151 2018.75068493151
"SRR11904675" 2018.24931506849 2018.24931506849
"SRR8833511" 2018.33150684932 2018.33150684932
"SRR11904302" 2018.08767123288 2018.08767123288
"SRR16643939" 2019.41369863014 2019.49589041096
"SRR5990348" 2015 2016
"GCGS0817" 2011 2012
"SRR8071405" 2014 2015
"GCGS0397" 2012 2013
"GCGS0399" 2012 2013
"GCGS0594" 2011 2012
"GCGS0699" 2011 2012
"GCGS0809" 2011 2012
"GCGS0808" 2011 2012
"GCGS0758" 2012 2013
"GCGS0804" 2011 2012
"GCGS0805" 2011 2012
"GCGS0814" 2011 2012
"GCGS0816" 2011 2012
"GCGS0852" 2011 2012
"GCGS0818" 2011 2012
"GCGS0640" 2011 2012
"GCGS0755" 2011 2012
"SRR8071069" 2014 2015
"SRR11903997" 2018.00273972603 2018.00273972603
"SRR11904164" 2018.91780821918 2018.91780821918
"SRR16643921" 2019.24657534247 2019.32876712329
"SRR16644512" 2019.41369863014 2019.49589041096
"SRR11904296" 2018.75068493151 2018.75068493151
"SRR16644168" 2019.32876712329 2019.41369863014
"SRR16644047" 2019 2019.08493150685
"SRR11904330" 2018.66575342466 2018.66575342466
"SRR16644166" 2019.32876712329 2019.41369863014
"SRR16644294" 2019.49589041096 2019.58082191781
"SRR16644577" 2019.08493150685 2019.16164383562
"SRR16644585" 2019.08493150685 2019.16164383562
"SRR16644223" 2019 2019.08493150685
"SRR8071307" 2015 2016
"SRR8071143" 2015 2016
"SRR8071135" 2015 2016
"SRR11904822" 2018.91780821918 2018.91780821918
"SRR16644707" 2019.16164383562 2019.24657534247
"SRR16999665" 2019.91506849315 2019.99726027397
"GCGS0770" 2013 2014
"SRR11904165" 2018.91780821918 2018.91780821918
"SRR11904167" 2018.83287671233 2018.83287671233
"SRR16644245" 2019.08493150685 2019.16164383562
"SRR16644236" 2019.08493150685 2019.16164383562
"SRR16999513" 2019.8301369863 2019.91506849315
"SRR16999578" 2019.74794520548 2019.8301369863
"SRR16644658" 2019.49589041096 2019.58082191781
"SRR16999463" 2019.66301369863 2019.74794520548
"SRR16644672" 2019.32876712329 2019.41369863014
"SRR11904477" 2018.83287671233 2018.83287671233
"SRR16644091" 2019.08493150685 2019.16164383562
"SRR8071347" 2016 2017
"SRR16644274" 2019 2019.08493150685
"SRR11903871" 2018.49863013699 2018.49863013699
"SRR11904171" 2018.83287671233 2018.83287671233
"SRR11904281" 2018.75068493151 2018.75068493151
"SRR11904277" 2018.75068493151 2018.75068493151
"SRR11904278" 2018.75068493151 2018.75068493151
"SRR9878050" 2018.75068493151 2018.75068493151
"SRR8071328" 2015 2016
"SRR11904483" 2018.41643835616 2018.41643835616
"SRR11904495" 2018.24931506849 2018.24931506849
"SRR11904950" 2018.33150684932 2018.33150684932
"SRR8071285" 2016 2017
"SRR11904565" 2018.33150684932 2018.33150684932
"SRR8903216" 2018.33150684932 2018.33150684932
"SRR16644379" 2019.41369863014 2019.49589041096
"SRR8071368" 2016 2017
"SRR8071389" 2016 2017
"SRR9985778" 2017 2018
"SRR11904149" 2018.91780821918 2018.91780821918
"SRR16644160" 2019.32876712329 2019.41369863014
"SRR16644402" 2019.66301369863 2019.74794520548
"SRR11904504" 2018.08767123288 2018.08767123288
"SRR8071080" 2014 2015
"SRR8903266" 2018.41643835616 2018.41643835616
"SRR11904160" 2018.91780821918 2018.91780821918
"SRR11904379" 2018.66575342466 2018.66575342466
"SRR16643999" 2019.16164383562 2019.24657534247
"SRR11904526" 2018.41643835616 2018.41643835616
"SRR11903917" 2018.16438356164 2018.16438356164
"SRR16644648" 2019.49589041096 2019.58082191781
"SRR16999580" 2019.74794520548 2019.8301369863
"SRR11904055" 2018.24931506849 2018.24931506849
"SRR11904200" 2018.75068493151 2018.75068493151
"SRR11904584" 2018.66575342466 2018.66575342466
"SRR16644435" 2019.66301369863 2019.74794520548
"SRR8071014" 2014 2015
"SRR8071101" 2014 2015
"SRR9985603" 2017 2018
"SRR11903915" 2018.33150684932 2018.33150684932
"SRR16999428" 2019.8301369863 2019.91506849315
"SRR11904688" 2018.00273972603 2018.00273972603
"SRR16644668" 2019.41369863014 2019.49589041096
"SRR11904360" 2018.66575342466 2018.66575342466
"SRR11904368" 2018.66575342466 2018.66575342466
"SRR11904697" 2018.83287671233 2018.83287671233
"SRR11904707" 2018.58356164384 2018.58356164384
"SRR16644218" 2019.49589041096 2019.58082191781
"SRR16644572" 2019.16164383562 2019.24657534247
"SRR16999660" 2019.91506849315 2019.99726027397
"SRR16644615" 2019.24657534247 2019.32876712329
"SRR16644569" 2019 2019.08493150685
"SRR16644611" 2019.32876712329 2019.41369863014
"SRR16999662" 2019.91506849315 2019.99726027397
"SRR11904703" 2018.66575342466 2018.66575342466
"SRR11904706" 2018.58356164384 2018.58356164384
"SRR16644219" 2019.49589041096 2019.58082191781
"SRR16999553" 2019.66301369863 2019.74794520548
"SRR16644614" 2019.32876712329 2019.41369863014
"SRR16999639" 2019.74794520548 2019.8301369863
"SRR11904704" 2018.58356164384 2018.58356164384
"SRR16644612" 2019.32876712329 2019.41369863014
"SRR16999640" 2019.74794520548 2019.8301369863
"SRR16999634" 2019.16164383562 2019.24657534247
"SRR11904698" 2018.75068493151 2018.75068493151
"SRR16999587" 2019 2019.08493150685
"SRR16644571" 2019 2019.08493150685
"SRR16999322" 2019.58082191781 2019.66301369863
"SRR16644213" 2019.24657534247 2019.32876712329
"SRR16644608" 2019.41369863014 2019.49589041096
"SRR16644613" 2019.32876712329 2019.41369863014
"SRR16999554" 2019.66301369863 2019.74794520548
"SRR16999638" 2019.74794520548 2019.8301369863
"SRR11904872" 2018.75068493151 2018.75068493151
"SRR11904945" 2018.24931506849 2018.24931506849
"SRR9985711" 2017 2018
"SRR11904269" 2018.08767123288 2018.08767123288
"SRR8172012" 2018.00273972603 2018.00273972603
"SRR16644000" 2019.16164383562 2019.24657534247
"SRR5235212" 2016 2017
"SRR8071297" 2016 2017
"SRR8071145" 2014 2015
"SRR8071034" 2015 2016
"GCGS0792" 2013 2014
"GCGS0793" 2013 2014
"SRR8071231" 2014 2015
"GCGS0815" 2011 2012
"SRR9877736" 2018.83287671233 2018.83287671233
"SRR9985629" 2017 2018
"SRR16644054" 2019.16164383562 2019.24657534247
"SRR16644063" 2019.24657534247 2019.32876712329
"SRR16644527" 2019 2019.08493150685
"SRR11904059" 2018.24931506849 2018.24931506849
"SRR11904079" 2018.24931506849 2018.24931506849
"SRR9877765" 2018.66575342466 2018.66575342466
"SRR8071156" 2015 2016
"SRR8071281" 2015 2016
"SRR11725143" 2019.32876712329 2019.41369863014
"SRR16644027" 2019.74794520548 2019.8301369863
"SRR11904788" 2018.91780821918 2018.91780821918
"SRR9878049" 2018.75068493151 2018.75068493151
"SRR16644140" 2019.49589041096 2019.58082191781
"SRR9878046" 2018.75068493151 2018.75068493151
"SRR11698399" 2019.41369863014 2019.49589041096
"SRR8071409" 2014 2015
"SRR8071168" 2016 2017
"SRR8071153" 2015 2016
"SRR8903099" 2018.00273972603 2018.00273972603
"SRR16999535" 2019.66301369863 2019.74794520548
"SRR8071142" 2015 2016
"SRR8071038" 2015 2016
"SRR16644256" 2019.32876712329 2019.41369863014
"GCGS0714" 2011 2012
"GCGS0496" 2012 2013
"GCGS0363" 2011 2012
"GCGS0376" 2012 2013
"SRR9985667" 2017 2018
"SRR11904094" 2018.16438356164 2018.16438356164
"SRR11904203" 2018.08767123288 2018.08767123288
"SRR16644568" 2019 2019.08493150685
"SRR16644077" 2019.08493150685 2019.16164383562
"SRR16999702" 2019.74794520548 2019.8301369863
"SRR11904050" 2018.24931506849 2018.24931506849
"SRR16644319" 2019.41369863014 2019.49589041096
"GCGS0429" 2012 2013
"GCGS0620" 2013 2014
"GCGS0424" 2013 2014
"SRR9985812" 2017 2018
"SRR8903101" 2018.00273972603 2018.00273972603
"SRR8833657" 2018.16438356164 2018.16438356164
"SRR11724771" 2019.08493150685 2019.16164383562
"SRR11903938" 2018.41643835616 2018.41643835616
"SRR16999527" 2019.66301369863 2019.74794520548
"SRR11903864" 2018.49863013699 2018.49863013699
"SRR9985741" 2017 2018
"SRR9985835" 2017 2018
"SRR5235317" 2016 2017
"SRR16644639" 2019.49589041096 2019.58082191781
"SRR9985789" 2017 2018
"SRR8071106" 2015 2016
"SRR5235320" 2016 2017
"SRR8071004" 2015 2016
"SRR8071305" 2015 2016
"SRR9985951" 2017 2018
"SRR5235206" 2016 2017
"SRR5235318" 2016 2017
"SRR8071009" 2015 2016
"SRR9985820" 2017 2018
"SRR11904407" 2018.58356164384 2018.58356164384
"SRR11904041" 2018.00273972603 2018.00273972603
"SRR11904424" 2018.58356164384 2018.58356164384
"SRR11903934" 2018.41643835616 2018.41643835616
"SRR11904006" 2018.33150684932 2018.33150684932
"SRR11904258" 2018.08767123288 2018.08767123288
"SRR16644548" 2019 2019.08493150685
"SRR9985773" 2017 2018
"SRR11904003" 2018.33150684932 2018.33150684932
"SRR11904767" 2018.83287671233 2018.83287671233
"SRR16644234" 2019.24657534247 2019.32876712329
"SRR11904012" 2018.33150684932 2018.33150684932
"SRR11904397" 2018.58356164384 2018.58356164384
"SRR11904462" 2018.49863013699 2018.49863013699
"SRR16644570" 2019 2019.08493150685
"SRR11903930" 2018.00273972603 2018.00273972603
"SRR11904742" 2018.91780821918 2018.91780821918
"SRR11904218" 2018.75068493151 2018.75068493151
"SRR11904301" 2018.75068493151 2018.75068493151
"GCGS0400" 2004 2005
"GCGS1103" 2001 2002
"GCGS0428" 2011 2012
"SRR8172358" 2018.16438356164 2018.16438356164
"SRR16644046" 2019 2019.08493150685
"SRR16999744" 2019.91506849315 2019.99726027397
"GCGS0277" 2002 2003
"GCGS0281" 2004 2005
"GCGS1046" 2007 2008
"GCGS0295" 2002 2003
"SRR9985932" 2017 2018
"SRR8171845" 2018.00273972603 2018.00273972603
"SRR12612457" 2019.66301369863 2019.74794520548
"SRR11724303" 2019.16164383562 2019.24657534247
"SRR11724313" 2019.08493150685 2019.16164383562
"SRR11724389" 2019 2019.08493150685
"SRR16644028" 2019.74794520548 2019.8301369863
"SRR16644412" 2019.08493150685 2019.16164383562
"SRR16644049" 2019.49589041096 2019.58082191781
"SRR11904880" 2018.08767123288 2018.08767123288
"SRR16644238" 2019.24657534247 2019.32876712329
